117	Casa Ponsol SL	P	-1.983978	43.322879
118	La Pelitxata SL	P	-1.98398	43.32305
119	Farmacia Alberdi Álvarez	P	-1.984111	43.323046
120	Panadería Ogi Berri	R	-1.984373	43.322805
121	Giroki	R	-1.984481	43.322752
122	Iguana	R	-1.984541	43.322932
123	Juantxo Taberna	R	-1.984653	43.322712
124	Danena	R	-1.984732	43.322719
125	Burunda	R	-1.984839	43.322811
126	Cai Kebab	R	-1.985076	43.322839
127	Itxaropena 1910	R	-1.985444	43.322518
128	Kenji	R	-1.985578	43.322485
129	Pensión Koxka Bi	H	-1.98551	43.322527
130	Orbela	R	-1.985255	43.322797
131	Yogurissimo	R	-1.985298	43.322892
132	Sui Generis	P	-1.985354	43.322992
133	Diabolo	P	-1.985456	43.323028
134	Paco Bueno	R	-1.985674	43.322643
135	Galparsoro	R	-1.985787	43.322733
136	Alpargatas - Toni Pons	P	-1.985825	43.322784
137	Kantoi	R	-1.985877	43.322865
138	Kutixik	S	-1.985828	43.322747
139	Spot bar	R	-1.985682	43.322963
140	Noventa Grados	W	-1.985787	43.322581
141	Cabo Rojo	P	-1.985879	43.322692
142	Pukas Surf Shop	P	-1.986005	43.322853
143	Numismatica Vivar	P	-1.986411	43.32257
144	Hotel Lasala Plaza	H	-1.986586	43.322269
145	Taberna La Jarana	R	-1.986664	43.322283
146	Judo Club San Sebastián	W	-1.98682	43.32245
147	Arraun	R	-1.986856	43.32293
148	Legazpi 6 Euskaltegia	W	-1.986601	43.322742
149	Capricciosa	R	-1.986408	43.32282
150	Cote	R	-1.986314	43.322836
151	Aita Mari	R	-1.987058	43.323076
152	Mesón Portaletas	R	-1.986942	43.323132
153	Kai Alde	R	-1.986708	43.323008
154	Chocolatería El Puerto	R	-1.986737	43.323169
155	Pension El Puerto	H	-1.986706	43.323199
156	Ur-Alde	H	-1.986583	43.323164
157	Cervecerias La Mejillonera	R	-1.98651	43.323262
158	Uztaro	S	-1.986406	43.323294
159	Britt	P	-1.986292	43.323265
160	ALE-HOP	P	-1.986244	43.323202
161	Irulea	P	-1.986081	43.322946
162	D'Closet	P	-1.986065	43.32309
163	COCO DONOSTI	P	-1.985833	43.322976
164	Alde Zahar Lore	P	-1.986139	43.323225
165	Arkaitzpe Disco Pub	R	-1.986181	43.323315
166	Raviolina	R	-1.986021	43.323401
167	Bar Restaurante Bare bare	R	-1.985922	43.323438
168	GARRARTE Dulces Artesanos	S	-1.985748	43.323493
169	Boutique Esther	P	-1.985539	43.323428
170	Ganbara	R	-1.98549	43.323414
171	Koloreka	P	-1.9855	43.323353
172	Bar Ekaitz	R	-1.985745	43.323004
173	Casa Tiburcio	R	-1.98562	43.323037
174	Bartolo House	R	-1.985517	43.323078
175	Longines	P	-1.985402	43.323122
176	Tienda latina la catracha	P	-1.985446	43.323195
177	La Oveja Latxa	S	-1.985239	43.323144
178	Sociedad Estatal Loterías	P	-1.98535	43.323179
179	Restaurante El Caserío	R	-1.985272	43.323226
180	Bar Itxaso	R	-1.985178	43.323164
181	Bodega Donostiarra	R	-1.98526	43.323077
182	Deli Bocado	R	-1.985219	43.322917
183	Alde Zaharra Centro de Salud	P	-1.984941	43.323057
184	Intza	R	-1.984894	43.322971
185	elkar	P	-1.984743	43.323197
186	MISS PATATAS	R	-1.98444	43.323062
187	Munto	R	-1.984482	43.323268
188	Zumeltzegi	R	-1.984292	43.323299
189	Otaegui	R	-1.984177	43.323235
190	Colmenero	P	-1.984078	43.323181
191	Akuna Matata	P	-1.983961	43.323353
192	Ostadar	R	-1.983867	43.323407
193	Idoia Bolsos y Complementos	P	-1.984064	43.323148
194	Caprice	P	-1.984022	43.323127
195	CLAREL	P	-1.98383	43.323156
196	Mini Market Sabosón	S	-1.983599	43.323179
197	Pescadería Pascuala	S	-1.983561	43.323173
198	Québec Krep'Herria	R	-1.983825	43.323415
199	Mercería Maite	P	-1.983702	43.323429
200	Alderdi Zahar	R	-1.983638	43.323456
201	Bardulia Donostia	R	-1.983527	43.323473
202	Ordizia	R	-1.983496	43.323182
203	Pensión Santa Clara	H	-1.983453	43.323211
204	Garbimatik - Lavandería - wash 'n dry laundry	W	-1.983417	43.323253
205	José Mari	R	-1.9834	43.32341
206	Txalupa Smokehouse	R	-1.983292	43.323521
207	Confección Idoia Odriozola	P	-1.983228	43.32341
208	Hermanos Arrieta	S	-1.983206	43.323232
209	Gorriti Taberna	R	-1.983084	43.323268
210	Merceria Urquia	P	-1.983096	43.323314
211	ALMACENES LA BRETXA	P	-1.98315	43.323402
212	Meiwo Electronico Parte Vieja	P	-1.983221	43.3236
213	BD Minimarket	S	-1.983299	43.323582
214	Goiz-Argi	R	-1.983334	43.323611
215	La Brissimerie	R	-1.983324	43.323719
216	Beltza	P	-1.98333	43.323777
217	ERNIOPE - Gastropub	R	-1.983428	43.323819
218	Olaia salud y belleza	P	-1.983377	43.323855
219	Preste Juan SL	P	-1.983426	43.323919
220	Irrintz	R	-1.983638	43.323836
221	Kapadokia Bar	R	-1.983729	43.323737
222	Oficina Banco BBVA	W	-1.983615	43.323619
223	Bodegon Alejandro	R	-1.983383	43.323573
224	Bar Restaurante Izkiña	R	-1.983421	43.323561
225	MendaurBerria	R	-1.983625	43.323517
226	Bar Sport	R	-1.983711	43.323496
227	Araba Etxea	R	-1.983811	43.323748
228	Borda Berri	R	-1.983887	43.323479
229	NaviNet Mobile Zone	P	-1.984089	43.323456
230	Buenechea Y Hernando	P	-1.984132	43.323444
231	Souvenirs Regalos Y Bisuteria	P	-1.984136	43.323475
232	Tompai Narrika 14	P	-1.984116	43.323569
233	Carnicería Asensio	S	-1.984074	43.323634
234	Kikita Gofrería	S	-1.984046	43.323658
235	Mandala	P	-1.984316	43.323588
236	Sociedad Estatal Loterías	P	-1.984239	43.323506
237	Espartin	P	-1.984231	43.323471
238	El Tambori	R	-1.984462	43.323551
239	Casa Urola	R	-1.984457	43.323341
240	Betijai Berria S.l	R	-1.984564	43.3233
241	Eibartarra	R	-1.984696	43.323267
242	Tasca ETXANIZ	R	-1.984739	43.323257
243	Loretxu Taberna	R	-1.984771	43.323249
244	Pub URAITZ	R	-1.984897	43.323231
245	Electricidad Rucal	P	-1.984977	43.323202
246	Bar Txistu	R	-1.984998	43.323427
247	Hamabost	R	-1.985079	43.323384
248	Tximista	R	-1.984529	43.323622
249	Pub Terraza Txurrut	R	-1.984595	43.323743
250	Alboka Crafts	P	-1.984622	43.323786
251	Argia Disco Pub	R	-1.984351	43.323643
252	Yarina	P	-1.98433	43.323788
253	Juguetería hobby Pieza con Pieza	P	-1.984347	43.323879
254	Ikurra	P	-1.984201	43.323677
255	Bar Narrika	R	-1.984192	43.323753
256	Bar Echevez	R	-1.984118	43.323906
257	Bar Txepetxa	R	-1.983957	43.323783
258	Ayestaran	P	-1.984161	43.323744
259	Etxeberria	R	-1.983944	43.32401
260	Bar Nestor	R	-1.983706	43.323875
261	Kaya Donostia Grow & CBD Shop	P	-1.983753	43.324058
262	Carpe Diem	P	-1.983559	43.324067
263	Aitona	R	-1.983832	43.324128
264	BM Supermercados	S	-1.983989	43.324108
265	Maiatza	R	-1.983974	43.324328
266	La torre de pizza Donosti	R	-1.984065	43.324287
267	Ibaro's Latino	R	-1.984075	43.324249
268	Koskol	R	-1.984108	43.324052
269	Auñamendi	R	-1.984121	43.324029
270	Garua	R	-1.984265	43.323984
271	Aramendia Pasteleriak	S	-1.984244	43.3241
272	Cafe Txioka	R	-1.984245	43.324155
273	Sidreria Beharri	R	-1.98432	43.32417
274	The Parranda	R	-1.984319	43.324222
275	Bar Piñudi	R	-1.984355	43.324001
276	The Bohemian Shop	P	-1.984432	43.323924
277	Vinos Martinez	S	-1.984397	43.324078
278	KITZIN - Comercio Justo	P	-1.984502	43.324096
279	Belea Taberna	R	-1.98457	43.324091
280	148 Gastroleku	R	-1.984552	43.323895
281	Astelena	R	-1.984685	43.323877
282	Central Roomss	H	-1.984813	43.323817
283	Ilazki euskaltegia	W	-1.984867	43.323831
284	Aurresku	R	-1.984843	43.324019
285	Belfast	R	-1.98495	43.324006
286	White Tara	R	-1.985472	43.32363
287	XIBARIS RESTAURANTE	R	-1.985503	43.323619
288	Alimentacion Chino	S	-1.985565	43.323775
289	Pensión Aussie	H	-1.985646	43.323691
290	Pension Goiko	H	-1.985634	43.32361
291	Churreria Santa Lucía	R	-1.98566	43.323581
292	Baztán Bar Restaurante	R	-1.985791	43.323566
293	Aralar	R	-1.985843	43.323548
294	Pensión Kaia	H	-1.986017	43.323486
295	Juanito Kojua	R	-1.986047	43.323471
296	Ubarrechena	R	-1.986271	43.323417
297	Arkupe	S	-1.98637	43.32356
298	Sirimiri Gastroleku	R	-1.986425	43.323613
299	Carlos Arribas	R	-1.986675	43.323283
300	Casa Alcalde	R	-1.986509	43.323553
301	San Sebastian Duck Store	P	-1.986531	43.323585
302	Casa Vergara	R	-1.986595	43.323631
303	Pension Iturriza	H	-1.986858	43.32344
304	room278shop	P	-1.986991	43.323187
305	Restaurante Kokotxa	R	-1.987083	43.323537
306	Elizaran ikastetxea	W	-1.986951	43.323481
307	Arte sano .creativo	P	-1.987309	43.323507
308	Txoko	R	-1.987277	43.32333
309	Etxekalte	R	-1.987215	43.32325
310	Kofradia - Itsas Etxea	R	-1.987804	43.323291
311	W.C.	W	-1.987866	43.323379
312	Atari Gastroleku	R	-1.986443	43.323708
313	SSua Arde Donostia	R	-1.986222	43.323768
314	Sokoto Gastrodenda	S	-1.98632	43.323791
315	Ttun ttun	R	-1.985732	43.323897
316	Gandarias	R	-1.985782	43.324023
317	Tapas	R	-1.985911	43.323985
318	Taberna Orhi	R	-1.985579	43.323883
319	Pension Aries	H	-1.9856	43.323966
320	Hemeretzi	R	-1.985564	43.32409
321	Herria	R	-1.985354	43.323957
322	Bar Martinez	R	-1.985225	43.324225
323	Michael`s Regalos	P	-1.985148	43.32426
324	LA CEPA DE BERNARDO	R	-1.984847	43.324364
325	La Viña	R	-1.984794	43.324388
326	Donosti Rock	P	-1.984682	43.324435
327	San Bizente eliza	W	-1.984097	43.324635
328	Santa María Orixe	W	-1.983574	43.324714
329	Ayestaran Jewerly	P	-1.984598	43.324588
330	Off Beat Guesthouse - Sleep Conscious	H	-1.984643	43.324581
331	Hospedaje Apain HT	H	-1.984651	43.324668
332	TRAFFIC Hamerlay S.L	P	-1.984738	43.324531
333	Pensión Koxka	H	-1.98481	43.324484
334	Nomada Kilims and Rugs	P	-1.984944	43.324547
335	Karrika taberna	R	-1.984987	43.324416
336	Senra	R	-1.985068	43.324372
337	La Cuchara de San Telmo	R	-1.985322	43.324503
338	32 de Agosto	H	-1.985477	43.324323
339	AKUNAMATATA	P	-1.98567	43.324139
340	Estanco 31 de agosto	P	-1.985859	43.324069
341	Txuleta	R	-1.985915	43.324142
342	Koruko Andre Mariaren basilika	W	-1.986526	43.323843
343	Euskadiko Arkitektura Institutua	W	-1.987235	43.324028
344	Estudio Urgull	W	-1.987304	43.323695
345	Akerbeltz	R	-1.987474	43.323622
346	Carmelitas Descalzas	W	-1.987436	43.323804
347	SANSEbay Hotel	H	-1.987666	43.323693
348	San Telmo Museum	W	-1.984847	43.325
349	Zazpi	R	-1.984686	43.325292
350	Pok Producciones S L	R	-1.983707	43.325037
351	Baluarte Donostia	R	-1.983965	43.324972
352	Cines Príncipe	W	-1.98412	43.325196
353	Pensión Itxasoa	H	-1.984164	43.325556
